,informant_id,CONJ,IC,STR/SL,cause_effect,ANSWER,context
1902,1126,so,ic1,str,cau,yes,bias
1903,1126,so,ic1,sl,cau,no,bias
1904,1126,if,ic1,sl,eff,yes,bias
1905,1126,if,ic1,str,eff,no,bias
1906,1126,and,non,sl,,no,bias
1907,1126,and,non,str,,yes,bias
1908,1126,so,ic2,str,eff,yes,bias
1909,1126,so,ic2,sl,eff,yes,bias
1910,1126,and,ic2,str,,yes,bias
1911,1126,and,ic2,sl,,no,bias
1912,1126,so,ic2,sl,cau,yes,bias
1913,1126,so,ic2,str,cau,no,bias
1914,1126,and,ic1,str,,no,bias
1915,1126,and,ic1,sl,,yes,bias
1916,1126,and,ic2,sl,,no,bias
1917,1126,and,ic2,str,,yes,bias
1918,1126,if,ic2,sl,eff,yes,bias
1919,1126,if,ic2,str,eff,no,bias
1920,1126,if,ic1,str,eff,no,bias
1921,1126,if,ic1,sl,eff,yes,bias
1922,1126,so,non,sl,cau,no,bias
1923,1126,so,non,str,cau,yes,bias
1924,1126,so,non,sl,eff,no,bias
1925,1126,so,non,str,eff,yes,bias
1926,1126,so,ic1,str,cau,no,bias
1927,1126,so,ic1,sl,cau,yes,bias
1928,1126,if,ic2,sl,eff,yes,bias
1929,1126,if,ic2,str,eff,no,bias
1930,1126,if,ic2,sl,eff,no,bias
1931,1126,if,ic2,str,eff,yes,bias
1932,1126,and,ic2,str,,yes,bias
1933,1126,and,ic2,sl,,no,bias
1934,1126,so,ic1,sl,cau,yes,bias
1935,1126,so,ic1,str,cau,no,bias
1936,1126,if,non,str,eff,yes,bias
1937,1126,if,non,sl,eff,no,bias
1938,1126,and,ic1,sl,,no,bias
1939,1126,and,ic1,str,,yes,bias
1940,1126,and,ic2,str,,no,bias
1941,1126,and,ic2,sl,,yes,bias
1942,1126,if,non,str,eff,no,bias
1943,1126,if,non,sl,eff,yes,bias
1944,1127,if,ic2,sl,eff,no,bias
1945,1127,if,ic2,str,eff,yes,bias
1946,1127,so,ic1,str,eff,yes,bias
1947,1127,so,ic1,sl,eff,no,bias
1948,1127,and,non,sl,,yes,bias
1949,1127,and,non,str,,no,bias
1950,1127,and,ic1,sl,,no,bias
1951,1127,and,ic1,str,,yes,bias
1952,1127,so,ic2,str,eff,yes,bias
1953,1127,so,ic2,sl,eff,no,bias
1954,1127,and,non,sl,,yes,bias
1955,1127,and,non,str,,no,bias
1956,1127,if,ic1,str,eff,yes,bias
1957,1127,if,ic1,sl,eff,no,bias
1958,1127,and,ic1,str,,no,bias
1959,1127,and,ic1,sl,,yes,bias
1960,1127,so,non,sl,cau,no,bias
1961,1127,so,non,str,cau,yes,bias
1962,1127,if,non,sl,eff,yes,bias
1963,1127,if,non,str,eff,no,bias
1964,1127,if,non,str,eff,no,bias
1965,1127,if,non,sl,eff,yes,bias
1966,1127,and,non,sl,,no,bias
1967,1127,and,non,str,,yes,bias
1968,1127,so,non,str,eff,no,bias
1969,1127,so,non,sl,eff,yes,bias
1970,1127,if,ic1,str,eff,yes,bias
1971,1127,if,ic1,sl,eff,no,bias
1972,1127,so,ic2,str,cau,yes,bias
1973,1127,so,ic2,sl,cau,no,bias
1974,1127,so,ic1,str,cau,no,bias
1975,1127,so,ic1,sl,cau,yes,bias
1976,1127,if,ic1,sl,eff,no,bias
1977,1127,if,ic1,str,eff,yes,bias
1978,1127,and,non,sl,,yes,bias
1979,1127,and,non,str,,no,bias
1980,1127,so,ic2,str,eff,yes,bias
1981,1127,so,ic2,sl,eff,no,bias
1982,1127,and,ic2,str,,yes,bias
1983,1127,and,ic2,sl,,no,bias
1984,1127,so,ic2,sl,cau,yes,bias
1985,1127,so,ic2,str,cau,no,bias
1986,1127,and,ic1,str,,yes,bias
1987,1127,and,ic1,sl,,yes,bias
1988,1127,and,ic2,sl,,yes,bias
1989,1127,and,ic2,str,,no,bias
1990,1127,if,ic2,sl,eff,yes,bias
1991,1127,if,ic2,str,eff,yes,bias
1992,1127,if,ic1,str,eff,yes,bias
1993,1127,if,ic1,sl,eff,yes,bias
1994,1127,so,non,sl,cau,yes,bias
1995,1127,so,non,str,cau,no,bias
1996,1127,so,non,sl,eff,yes,bias
1997,1127,so,non,str,eff,no,bias
1998,1127,so,ic1,str,cau,yes,bias
1999,1127,so,ic1,sl,cau,yes,bias
2000,1127,if,ic2,sl,eff,yes,bias
2001,1127,if,ic2,str,eff,yes,bias
2002,1127,if,ic2,sl,eff,yes,bias
2003,1127,if,ic2,str,eff,yes,bias
2004,1127,and,ic2,str,,yes,bias
2005,1127,and,ic2,sl,,yes,bias
2006,1127,so,ic1,sl,cau,yes,bias
2007,1127,so,ic1,str,cau,no,bias
2008,1127,if,non,str,eff,no,bias
2009,1127,if,non,sl,eff,yes,bias
2010,1127,and,ic1,sl,,no,bias
2011,1127,and,ic1,str,,yes,bias
2012,1127,and,ic2,str,,no,bias
2013,1127,and,ic2,sl,,yes,bias
2014,1127,if,non,str,eff,yes,bias
2015,1127,if,non,sl,eff,no,bias
2016,1128,if,ic2,sl,eff,yes,bias
2017,1128,if,ic2,str,eff,no,bias
2018,1128,so,ic1,str,eff,no,bias
2019,1128,so,ic1,sl,eff,yes,bias
2020,1128,and,non,sl,,yes,bias
2021,1128,and,non,str,,no,bias
2022,1128,and,ic1,sl,,yes,bias
2023,1128,and,ic1,str,,no,bias
2024,1128,so,ic2,str,eff,no,bias
2025,1128,so,ic2,sl,eff,yes,bias
2026,1128,and,non,sl,,yes,bias
2027,1128,and,non,str,,no,bias
2028,1128,if,ic1,str,eff,yes,bias
2029,1128,if,ic1,sl,eff,no,bias
2030,1128,and,ic1,str,,no,bias
2031,1128,and,ic1,sl,,yes,bias
2032,1128,so,non,sl,cau,yes,bias
2033,1128,so,non,str,cau,no,bias
2034,1128,if,non,sl,eff,no,bias
2035,1128,if,non,str,eff,yes,bias
2036,1128,if,non,str,eff,yes,bias
2037,1128,if,non,sl,eff,no,bias
2038,1128,and,non,sl,,yes,bias
2039,1128,and,non,str,,no,bias
2040,1128,so,non,str,eff,yes,bias
2041,1128,so,non,sl,eff,no,bias
2042,1128,if,ic1,str,eff,yes,bias
2043,1128,if,ic1,sl,eff,yes,bias
2044,1128,so,ic2,str,cau,yes,bias
2045,1128,so,ic2,sl,cau,yes,bias
2046,1128,so,ic1,str,cau,no,bias
2047,1128,so,ic1,sl,cau,yes,bias
2048,1128,if,ic1,sl,eff,yes,bias
2049,1128,if,ic1,str,eff,no,bias
2050,1128,and,non,sl,,no,bias
2051,1128,and,non,str,,yes,bias
2052,1128,so,ic2,str,eff,yes,bias
2053,1128,so,ic2,sl,eff,yes,bias
2054,1128,and,ic2,str,,yes,bias
2055,1128,and,ic2,sl,,yes,bias
2056,1128,so,ic2,sl,cau,no,bias
2057,1128,so,ic2,str,cau,no,bias
2058,1128,and,ic1,str,,no,bias
2059,1128,and,ic1,sl,,yes,bias
2060,1128,and,ic2,sl,,no,bias
2061,1128,and,ic2,str,,no,bias
2062,1128,if,ic2,sl,eff,yes,bias
2063,1128,if,ic2,str,eff,no,bias
2064,1128,if,ic1,str,eff,no,bias
2065,1128,if,ic1,sl,eff,no,bias
2066,1128,so,non,sl,cau,yes,bias
2067,1128,so,non,str,cau,no,bias
2068,1128,so,non,sl,eff,yes,bias
2069,1128,so,non,str,eff,no,bias
2070,1128,so,ic1,str,cau,yes,bias
2071,1128,so,ic1,sl,cau,no,bias
2072,1128,if,ic2,sl,eff,no,bias
2073,1128,if,ic2,str,eff,yes,bias
2074,1128,if,ic2,sl,eff,yes,bias
2075,1128,if,ic2,str,eff,yes,bias
2076,1128,and,ic2,str,,yes,bias
2077,1128,and,ic2,sl,,yes,bias
2078,1128,so,ic1,sl,cau,yes,bias
2079,1128,so,ic1,str,cau,no,bias
2080,1128,if,non,str,eff,yes,bias
2081,1128,if,non,sl,eff,yes,bias
2082,1128,and,ic1,sl,,yes,bias
2083,1128,and,ic1,str,,no,bias
2084,1128,and,ic2,str,,no,bias
2085,1128,and,ic2,sl,,yes,bias
2086,1128,if,non,str,eff,no,bias
2087,1128,if,non,sl,eff,no,bias
2088,1129,if,ic2,sl,eff,no,bias
2089,1129,if,ic2,str,eff,yes,bias
2090,1129,so,ic1,str,eff,yes,bias
2091,1129,so,ic1,sl,eff,no,bias
2092,1129,and,non,sl,,yes,bias
2093,1129,and,non,str,,no,bias
2094,1129,and,ic1,sl,,no,bias
2095,1129,and,ic1,str,,yes,bias
2096,1129,so,ic2,str,eff,yes,bias
2097,1129,so,ic2,sl,eff,yes,bias
2098,1129,and,non,sl,,yes,bias
2099,1129,and,non,str,,no,bias
2100,1129,if,ic1,str,eff,yes,bias
2101,1129,if,ic1,sl,eff,no,bias
2102,1129,and,ic1,str,,no,bias
2103,1129,and,ic1,sl,,yes,bias
2104,1129,so,non,sl,cau,yes,bias
2105,1129,so,non,str,cau,no,bias
2106,1129,if,non,sl,eff,no,bias
2107,1129,if,non,str,eff,yes,bias
2108,1129,if,non,str,eff,no,bias
2109,1129,if,non,sl,eff,yes,bias
2110,1129,and,non,sl,,yes,bias
2111,1129,and,non,str,,no,bias
2112,1129,so,non,str,eff,no,bias
2113,1129,so,non,sl,eff,yes,bias
2114,1129,if,ic1,str,eff,yes,bias
2115,1129,if,ic1,sl,eff,no,bias
2116,1129,so,ic2,str,cau,yes,bias
2117,1129,so,ic2,sl,cau,no,bias
2118,1129,so,ic1,str,cau,no,bias
2119,1129,so,ic1,sl,cau,yes,bias
2120,1129,if,ic1,sl,eff,no,bias
2121,1129,if,ic1,str,eff,yes,bias
2122,1129,and,non,sl,,no,bias
2123,1129,and,non,str,,yes,bias
2124,1129,so,ic2,str,eff,no,bias
2125,1129,so,ic2,sl,eff,yes,bias
2126,1129,and,ic2,str,,yes,bias
2127,1129,and,ic2,sl,,no,bias
2128,1129,so,ic2,sl,cau,no,bias
2129,1129,so,ic2,str,cau,yes,bias
2130,1129,and,ic1,str,,yes,bias
2131,1129,and,ic1,sl,,no,bias
2132,1129,and,ic2,sl,,yes,bias
2133,1129,and,ic2,str,,yes,bias
2134,1129,if,ic2,sl,eff,yes,bias
2135,1129,if,ic2,str,eff,yes,bias
2136,1129,if,ic1,str,eff,no,bias
2137,1129,if,ic1,sl,eff,yes,bias
2138,1129,so,non,sl,cau,yes,bias
2139,1129,so,non,str,cau,no,bias
2140,1129,so,non,sl,eff,yes,bias
2141,1129,so,non,str,eff,no,bias
2142,1129,so,ic1,str,cau,yes,bias
2143,1129,so,ic1,sl,cau,no,bias
2144,1129,if,ic2,sl,eff,yes,bias
2145,1129,if,ic2,str,eff,no,bias
2146,1129,if,ic2,sl,eff,no,bias
2147,1129,if,ic2,str,eff,yes,bias
2148,1129,and,ic2,str,,yes,bias
2149,1129,and,ic2,sl,,yes,bias
2150,1129,so,ic1,sl,cau,yes,bias
2151,1129,so,ic1,str,cau,no,bias
2152,1129,if,non,str,eff,no,bias
2153,1129,if,non,sl,eff,yes,bias
2154,1129,and,ic1,sl,,yes,bias
2155,1129,and,ic1,str,,yes,bias
2156,1129,and,ic2,str,,yes,bias
2157,1129,and,ic2,sl,,no,bias
2158,1129,if,non,str,eff,yes,bias
2159,1129,if,non,sl,eff,no,bias
2160,1130,if,ic2,sl,eff,yes,bias
2161,1130,if,ic2,str,eff,no,bias
2162,1130,so,ic1,str,eff,no,bias
2163,1130,so,ic1,sl,eff,yes,bias
2164,1130,and,non,sl,,yes,bias
2165,1130,and,non,str,,no,bias
2166,1130,and,ic1,sl,,yes,bias
2167,1130,and,ic1,str,,no,bias
2168,1130,so,ic2,str,eff,no,bias
2169,1130,so,ic2,sl,eff,yes,bias
2170,1130,and,non,sl,,yes,bias
2171,1130,and,non,str,,no,bias
2172,1130,if,ic1,str,eff,yes,bias
2173,1130,if,ic1,sl,eff,no,bias
2174,1130,and,ic1,str,,no,bias
2175,1130,and,ic1,sl,,yes,bias
2176,1130,so,non,sl,cau,no,bias
2177,1130,so,non,str,cau,yes,bias
2178,1130,if,non,sl,eff,yes,bias
2179,1130,if,non,str,eff,no,bias
2180,1130,if,non,str,eff,no,bias
2181,1130,if,non,sl,eff,yes,bias
2182,1130,and,non,sl,,no,bias
2183,1130,and,non,str,,yes,bias
2184,1130,so,non,str,eff,no,bias
2185,1130,so,non,sl,eff,yes,bias
2186,1130,if,ic1,str,eff,no,bias
2187,1130,if,ic1,sl,eff,yes,bias
2188,1130,so,ic2,str,cau,yes,bias
2189,1130,so,ic2,sl,cau,no,bias
2190,1130,so,ic1,str,cau,no,bias
2191,1130,so,ic1,sl,cau,yes,bias
2192,1130,if,ic1,sl,eff,yes,bias
2193,1130,if,ic1,str,eff,no,bias
2194,1130,and,non,sl,,yes,bias
2195,1130,and,non,str,,no,bias
2196,1130,so,ic2,str,eff,no,bias
2197,1130,so,ic2,sl,eff,yes,bias
2198,1130,and,ic2,str,,yes,bias
2199,1130,and,ic2,sl,,no,bias
2200,1130,so,ic2,sl,cau,yes,bias
2201,1130,so,ic2,str,cau,no,bias
2202,1130,and,ic1,str,,yes,bias
2203,1130,and,ic1,sl,,no,bias
2204,1130,and,ic2,sl,,yes,bias
2205,1130,and,ic2,str,,no,bias
2206,1130,if,ic2,sl,eff,no,bias
2207,1130,if,ic2,str,eff,yes,bias
2208,1130,if,ic1,str,eff,no,bias
2209,1130,if,ic1,sl,eff,yes,bias
2210,1130,so,non,sl,cau,yes,bias
2211,1130,so,non,str,cau,no,bias
2212,1130,so,non,sl,eff,no,bias
2213,1130,so,non,str,eff,yes,bias
2214,1130,so,ic1,str,cau,no,bias
2215,1130,so,ic1,sl,cau,yes,bias
2216,1130,if,ic2,sl,eff,yes,bias
2217,1130,if,ic2,str,eff,no,bias
2218,1130,if,ic2,sl,eff,yes,bias
2219,1130,if,ic2,str,eff,no,bias
2220,1130,and,ic2,str,,yes,bias
2221,1130,and,ic2,sl,,no,bias
2222,1130,so,ic1,sl,cau,yes,bias
2223,1130,so,ic1,str,cau,no,bias
2224,1130,if,non,str,eff,yes,bias
2225,1130,if,non,sl,eff,no,bias
2226,1130,and,ic1,sl,,no,bias
2227,1130,and,ic1,str,,yes,bias
2228,1130,and,ic2,str,,yes,bias
2229,1130,and,ic2,sl,,no,bias
2230,1130,if,non,str,eff,yes,bias
2231,1130,if,non,sl,eff,no,bias
2232,1131,if,ic2,sl,eff,yes,bias
2233,1131,if,ic2,str,eff,no,bias
2234,1131,so,ic1,str,eff,no,bias
2235,1131,so,ic1,sl,eff,yes,bias
2236,1131,and,non,sl,,yes,bias
2237,1131,and,non,str,,no,bias
2238,1131,and,ic1,sl,,yes,bias
2239,1131,and,ic1,str,,no,bias
2240,1131,so,ic2,str,eff,yes,bias
2241,1131,so,ic2,sl,eff,no,bias
2242,1131,and,non,sl,,yes,bias
2243,1131,and,non,str,,no,bias
2244,1131,if,ic1,str,eff,yes,bias
2245,1131,if,ic1,sl,eff,no,bias
2246,1131,and,ic1,str,,no,bias
2247,1131,and,ic1,sl,,yes,bias
2248,1131,so,non,sl,cau,yes,bias
2249,1131,so,non,str,cau,no,bias
2250,1131,if,non,sl,eff,yes,bias
2251,1131,if,non,str,eff,no,bias
2252,1131,if,non,str,eff,no,bias
2253,1131,if,non,sl,eff,yes,bias
2254,1131,and,non,sl,,yes,bias
2255,1131,and,non,str,,no,bias
2256,1131,so,non,str,eff,no,bias
2257,1131,so,non,sl,eff,yes,bias
2258,1131,if,ic1,str,eff,no,bias
2259,1131,if,ic1,sl,eff,yes,bias
2260,1131,so,ic2,str,cau,no,bias
2261,1131,so,ic2,sl,cau,yes,bias
2262,1131,so,ic1,str,cau,no,bias
2263,1131,so,ic1,sl,cau,yes,bias
2264,1131,if,ic1,sl,eff,yes,bias
2265,1131,if,ic1,str,eff,no,bias
2266,1131,and,non,sl,,yes,bias
2267,1131,and,non,str,,no,bias
2268,1131,so,ic2,str,eff,no,bias
2269,1131,so,ic2,sl,eff,yes,bias
2270,1131,and,ic2,str,,no,bias
2271,1131,and,ic2,sl,,yes,bias
2272,1131,so,ic2,sl,cau,yes,bias
2273,1131,so,ic2,str,cau,yes,bias
2274,1131,and,ic1,str,,yes,bias
2275,1131,and,ic1,sl,,no,bias
2276,1131,and,ic2,sl,,yes,bias
2277,1131,and,ic2,str,,no,bias
2278,1131,if,ic2,sl,eff,no,bias
2279,1131,if,ic2,str,eff,yes,bias
2280,1131,if,ic1,str,eff,no,bias
2281,1131,if,ic1,sl,eff,yes,bias
2282,1131,so,non,sl,cau,yes,bias
2283,1131,so,non,str,cau,no,bias
2284,1131,so,non,sl,eff,yes,bias
2285,1131,so,non,str,eff,no,bias
2286,1131,so,ic1,str,cau,yes,bias
2287,1131,so,ic1,sl,cau,no,bias
2288,1131,if,ic2,sl,eff,yes,bias
2289,1131,if,ic2,str,eff,no,bias
2290,1131,if,ic2,sl,eff,yes,bias
2291,1131,if,ic2,str,eff,no,bias
2292,1131,and,ic2,str,,yes,bias
2293,1131,and,ic2,sl,,no,bias
2294,1131,so,ic1,sl,cau,yes,bias
2295,1131,so,ic1,str,cau,no,bias
2296,1131,if,non,str,eff,no,bias
2297,1131,if,non,sl,eff,yes,bias
2298,1131,and,ic1,sl,,no,bias
2299,1131,and,ic1,str,,yes,bias
2300,1131,and,ic2,str,,yes,bias
2301,1131,and,ic2,sl,,no,bias
2302,1131,if,non,str,eff,no,bias
2303,1131,if,non,sl,eff,yes,bias
2304,1132,if,ic2,sl,eff,yes,bias
2305,1132,if,ic2,str,eff,no,bias
2306,1132,so,ic1,str,eff,yes,bias
2307,1132,so,ic1,sl,eff,yes,bias
2308,1132,and,non,sl,,yes,bias
2309,1132,and,non,str,,no,bias
2310,1132,and,ic1,sl,,yes,bias
2311,1132,and,ic1,str,,yes,bias
2312,1132,so,ic2,str,eff,yes,bias
2313,1132,so,ic2,sl,eff,no,bias
2314,1132,and,non,sl,,no,bias
2315,1132,and,non,str,,yes,bias
2316,1132,if,ic1,str,eff,yes,bias
2317,1132,if,ic1,sl,eff,no,bias
2318,1132,and,ic1,str,,no,bias
2319,1132,and,ic1,sl,,yes,bias
2320,1132,so,non,sl,cau,yes,bias
2321,1132,so,non,str,cau,no,bias
2322,1132,if,non,sl,eff,yes,bias
2323,1132,if,non,str,eff,yes,bias
2324,1132,if,non,str,eff,yes,bias
2325,1132,if,non,sl,eff,no,bias
2326,1132,and,non,sl,,yes,bias
2327,1132,and,non,str,,no,bias
2328,1132,so,non,str,eff,no,bias
2329,1132,so,non,sl,eff,yes,bias
2330,1132,if,ic1,str,eff,yes,bias
2331,1132,if,ic1,sl,eff,no,bias
2332,1132,so,ic2,str,cau,no,bias
2333,1132,so,ic2,sl,cau,yes,bias
2334,1132,so,ic1,str,cau,no,bias
2335,1132,so,ic1,sl,cau,yes,bias
2336,1132,if,ic1,sl,eff,yes,bias
2337,1132,if,ic1,str,eff,yes,bias
2338,1132,and,non,sl,,no,bias
2339,1132,and,non,str,,yes,bias
2340,1132,so,ic2,str,eff,no,bias
2341,1132,so,ic2,sl,eff,yes,bias
2342,1132,and,ic2,str,,no,bias
2343,1132,and,ic2,sl,,yes,bias
2344,1132,so,ic2,sl,cau,yes,bias
2345,1132,so,ic2,str,cau,no,bias
2346,1132,and,ic1,str,,no,bias
2347,1132,and,ic1,sl,,yes,bias
2348,1132,and,ic2,sl,,yes,bias
2349,1132,and,ic2,str,,yes,bias
2350,1132,if,ic2,sl,eff,yes,bias
2351,1132,if,ic2,str,eff,no,bias
2352,1132,if,ic1,str,eff,no,bias
2353,1132,if,ic1,sl,eff,yes,bias
2354,1132,so,non,sl,cau,yes,bias
2355,1132,so,non,str,cau,no,bias
2356,1132,so,non,sl,eff,yes,bias
2357,1132,so,non,str,eff,no,bias
2358,1132,so,ic1,str,cau,no,bias
2359,1132,so,ic1,sl,cau,yes,bias
2360,1132,if,ic2,sl,eff,yes,bias
2361,1132,if,ic2,str,eff,yes,bias
2362,1132,if,ic2,sl,eff,yes,bias
2363,1132,if,ic2,str,eff,yes,bias
2364,1132,and,ic2,str,,yes,bias
2365,1132,and,ic2,sl,,yes,bias
2366,1132,so,ic1,sl,cau,yes,bias
2367,1132,so,ic1,str,cau,no,bias
2368,1132,if,non,str,eff,yes,bias
2369,1132,if,non,sl,eff,yes,bias
2370,1132,and,ic1,sl,,yes,bias
2371,1132,and,ic1,str,,yes,bias
2372,1132,and,ic2,str,,yes,bias
2373,1132,and,ic2,sl,,yes,bias
2374,1132,if,non,str,eff,no,bias
2375,1132,if,non,sl,eff,yes,bias
2376,1133,if,ic2,sl,eff,yes,bias
2377,1133,if,ic2,str,eff,no,bias
2378,1133,so,ic1,str,eff,no,bias
2379,1133,so,ic1,sl,eff,yes,bias
2380,1133,and,non,sl,,yes,bias
2381,1133,and,non,str,,no,bias
2382,1133,and,ic1,sl,,yes,bias
2383,1133,and,ic1,str,,no,bias
2384,1133,so,ic2,str,eff,no,bias
2385,1133,so,ic2,sl,eff,yes,bias
2386,1133,and,non,sl,,yes,bias
2387,1133,and,non,str,,no,bias
2388,1133,if,ic1,str,eff,no,bias
2389,1133,if,ic1,sl,eff,yes,bias
2390,1133,and,ic1,str,,no,bias
2391,1133,and,ic1,sl,,yes,bias
2392,1133,so,non,sl,cau,yes,bias
2393,1133,so,non,str,cau,no,bias
2394,1133,if,non,sl,eff,yes,bias
2395,1133,if,non,str,eff,no,bias
2396,1133,if,non,str,eff,no,bias
2397,1133,if,non,sl,eff,yes,bias
2398,1133,and,non,sl,,yes,bias
2399,1133,and,non,str,,no,bias
2400,1133,so,non,str,eff,no,bias
2401,1133,so,non,sl,eff,yes,bias
2402,1133,if,ic1,str,eff,no,bias
2403,1133,if,ic1,sl,eff,yes,bias
2404,1133,so,ic2,str,cau,no,bias
2405,1133,so,ic2,sl,cau,yes,bias
2406,1133,so,ic1,str,cau,no,bias
2407,1133,so,ic1,sl,cau,yes,bias
2408,1133,if,ic1,sl,eff,no,bias
2409,1133,if,ic1,str,eff,yes,bias
2410,1133,and,non,sl,,no,bias
2411,1133,and,non,str,,yes,bias
2412,1133,so,ic2,str,eff,no,bias
2413,1133,so,ic2,sl,eff,yes,bias
2414,1133,and,ic2,str,,no,bias
2415,1133,and,ic2,sl,,yes,bias
2416,1133,so,ic2,sl,cau,yes,bias
2417,1133,so,ic2,str,cau,no,bias
2418,1133,and,ic1,str,,no,bias
2419,1133,and,ic1,sl,,yes,bias
2420,1133,and,ic2,sl,,yes,bias
2421,1133,and,ic2,str,,no,bias
2422,1133,if,ic2,sl,eff,yes,bias
2423,1133,if,ic2,str,eff,yes,bias
2424,1133,if,ic1,str,eff,no,bias
2425,1133,if,ic1,sl,eff,yes,bias
2426,1133,so,non,sl,cau,yes,bias
2427,1133,so,non,str,cau,no,bias
2428,1133,so,non,sl,eff,yes,bias
2429,1133,so,non,str,eff,no,bias
2430,1133,so,ic1,str,cau,no,bias
2431,1133,so,ic1,sl,cau,yes,bias
2432,1133,if,ic2,sl,eff,yes,bias
2433,1133,if,ic2,str,eff,yes,bias
2434,1133,if,ic2,sl,eff,yes,bias
2435,1133,if,ic2,str,eff,yes,bias
2436,1133,and,ic2,str,,yes,bias
2437,1133,and,ic2,sl,,yes,bias
2438,1133,so,ic1,sl,cau,yes,bias
2439,1133,so,ic1,str,cau,no,bias
2440,1133,if,non,str,eff,no,bias
2441,1133,if,non,sl,eff,yes,bias
2442,1133,and,ic1,sl,,yes,bias
2443,1133,and,ic1,str,,no,bias
2444,1133,and,ic2,str,,no,bias
2445,1133,and,ic2,sl,,yes,bias
2446,1133,if,non,str,eff,no,bias
2447,1133,if,non,sl,eff,yes,bias
2448,1134,if,ic2,sl,eff,yes,bias
2449,1134,if,ic2,str,eff,no,bias
2450,1134,so,ic1,str,eff,no,bias
2451,1134,so,ic1,sl,eff,yes,bias
2452,1134,and,non,sl,,yes,bias
2453,1134,and,non,str,,no,bias
2454,1134,and,ic1,sl,,yes,bias
2455,1134,and,ic1,str,,no,bias
2456,1134,so,ic2,str,eff,no,bias
2457,1134,so,ic2,sl,eff,yes,bias
2458,1134,and,non,sl,,yes,bias
2459,1134,and,non,str,,no,bias
2460,1134,if,ic1,str,eff,yes,bias
2461,1134,if,ic1,sl,eff,no,bias
2462,1134,and,ic1,str,,no,bias
2463,1134,and,ic1,sl,,yes,bias
2464,1134,so,non,sl,cau,no,bias
2465,1134,so,non,str,cau,yes,bias
2466,1134,if,non,sl,eff,yes,bias
2467,1134,if,non,str,eff,no,bias
2468,1134,if,non,str,eff,yes,bias
2469,1134,if,non,sl,eff,no,bias
2470,1134,and,non,sl,,no,bias
2471,1134,and,non,str,,yes,bias
2472,1134,so,non,str,eff,yes,bias
2473,1134,so,non,sl,eff,no,bias
2474,1134,if,ic1,str,eff,no,bias
2475,1134,if,ic1,sl,eff,yes,bias
2476,1134,so,ic2,str,cau,yes,bias
2477,1134,so,ic2,sl,cau,no,bias
2478,1134,so,ic1,str,cau,no,bias
2479,1134,so,ic1,sl,cau,yes,bias
2480,1134,if,ic1,sl,eff,yes,bias
2481,1134,if,ic1,str,eff,no,bias
2482,1134,and,non,sl,,yes,bias
2483,1134,and,non,str,,no,bias
2484,1134,so,ic2,str,eff,yes,bias
2485,1134,so,ic2,sl,eff,no,bias
2486,1134,and,ic2,str,,no,bias
2487,1134,and,ic2,sl,,yes,bias
2488,1134,so,ic2,sl,cau,yes,bias
2489,1134,so,ic2,str,cau,no,bias
2490,1134,and,ic1,str,,yes,bias
2491,1134,and,ic1,sl,,no,bias
2492,1134,and,ic2,sl,,no,bias
2493,1134,and,ic2,str,,yes,bias
2494,1134,if,ic2,sl,eff,no,bias
2495,1134,if,ic2,str,eff,yes,bias
2496,1134,if,ic1,str,eff,no,bias
2497,1134,if,ic1,sl,eff,yes,bias
2498,1134,so,non,sl,cau,yes,bias
2499,1134,so,non,str,cau,no,bias
2500,1134,so,non,sl,eff,yes,bias
2501,1134,so,non,str,eff,no,bias
2502,1134,so,ic1,str,cau,yes,bias
2503,1134,so,ic1,sl,cau,no,bias
2504,1134,if,ic2,sl,eff,no,bias
2505,1134,if,ic2,str,eff,yes,bias
2506,1134,if,ic2,sl,eff,no,bias
2507,1134,if,ic2,str,eff,yes,bias
2508,1134,and,ic2,str,,no,bias
2509,1134,and,ic2,sl,,yes,bias
2510,1134,so,ic1,sl,cau,yes,bias
2511,1134,so,ic1,str,cau,no,bias
2512,1134,if,non,str,eff,no,bias
2513,1134,if,non,sl,eff,yes,bias
2514,1134,and,ic1,sl,,no,bias
2515,1134,and,ic1,str,,yes,bias
2516,1134,and,ic2,str,,yes,bias
2517,1134,and,ic2,sl,,no,bias
2518,1134,if,non,str,eff,no,bias
2519,1134,if,non,sl,eff,yes,bias
2520,1135,if,ic2,sl,eff,yes,bias
2521,1135,if,ic2,str,eff,no,bias
2522,1135,so,ic1,str,eff,yes,bias
2523,1135,so,ic1,sl,eff,no,bias
2524,1135,and,non,sl,,yes,bias
2525,1135,and,non,str,,no,bias
2526,1135,and,ic1,sl,,yes,bias
2527,1135,and,ic1,str,,no,bias
2528,1135,so,ic2,str,eff,no,bias
2529,1135,so,ic2,sl,eff,yes,bias
2530,1135,and,non,sl,,yes,bias
2531,1135,and,non,str,,no,bias
2532,1135,if,ic1,str,eff,yes,bias
2533,1135,if,ic1,sl,eff,no,bias
2534,1135,and,ic1,str,,no,bias
2535,1135,and,ic1,sl,,yes,bias
2536,1135,so,non,sl,cau,no,bias
2537,1135,so,non,str,cau,yes,bias
2538,1135,if,non,sl,eff,yes,bias
2539,1135,if,non,str,eff,no,bias
2540,1135,if,non,str,eff,no,bias
2541,1135,if,non,sl,eff,yes,bias
2542,1135,and,non,sl,,no,bias
2543,1135,and,non,str,,yes,bias
2544,1135,so,non,str,eff,no,bias
